COD_PRESTAZIONE,COD_ATC5,DESCRIZIONE,QUANTITA,VDS,UM,GG,UNITA_POSOLOGIA,TITOLARE_AIC
0041236011,J01DD08,CEFIXIMA PFIZER*1CPR RIV 400MG,"0000000000,400",O,g,"1,0000000000",1,PFIZER ITALIA Srl
0041236062,J01DD08,CEFIXIMA PFIZER*10CPR RIV400MG,"0000000000,400",O,g,"10,0000000000",10,PFIZER ITALIA Srl
0041236086,J01DD08,CEFIXIMA PFIZER*20CPR RIV400MG,"0000000000,400",O,g,"20,0000000000",20,PFIZER ITALIA Srl
0041313053,L01CD02,DOCETAXEL PFI*INF FL130MG 13ML,"0000000008,600",P,mg,"15,1160000000",1,PFIZER ITALIA Srl
0041353525,J02AC01,FLUCONAZOLO AU*50CPS 150MG,"0000000000,200",O,g,"37,5000000000",50,AUROBINDO PHARMA ITALIA Srl
0041353614,J02AC01,FLUCONAZOLO AU*6CPS 200MG,"0000000000,200",O,g,"6,0000000000",6,AUROBINDO PHARMA ITALIA Srl
0041353653,J02AC01,FLUCONAZOLO AU*20CPS 200MG,"0000000000,200",O,g,"20,0000000000",20,AUROBINDO PHARMA ITALIA Srl
0041107095,J02AC02,ITRACONAZOLO SAND*30CPS 100MG,"0000000000,200",O,g,"15,0000000000",30,SANDOZ SpA
0041107107,J02AC02,ITRACONAZOLO SAND*60CPS 100MG,"0000000000,200",O,g,"30,0000000000",60,SANDOZ SpA
0041367083,L04AA13,LEFLUNOMIDE MG*FL30CPR RIV10MG,"0000000020,000",O,mg,"15,0000000000",30,MYLAN SpA
0041367107,L04AA13,LEFLUNOMIDE MG*FL 100CPR 10MG,"0000000020,000",O,mg,"50,0000000000",100,MYLAN SpA
0041367160,L04AA13,LEFLUNOMIDE MG*90CPR RIV 20MG,"0000000020,000",O,mg,"90,0000000000",90,MYLAN SpA
0041367196,L04AA13,LEFLUNOMIDE MG*FL30CPR RIV20MG,"0000000020,000",O,mg,"30,0000000000",30,MYLAN SpA
0041070020,L02BG04,"LETROZOLO AHCL*14CPR RIV 2,5MG","0000000002,500",O,mg,"14,0000000000",14,ACCORD HEALTHCARE ITALIA Srl
0041107145,J02AC02,ITRACONAZOLO SAND*4CPS 100MG,"0000000000,200",O,g,"2,0000000000",4,SANDOZ SpA
0041107196,J02AC02,ITRACONAZOLO SAND*18CPS 100MG,"0000000000,200",O,g,"9,0000000000",18,SANDOZ SpA
0041333016,L01AX03,TEMOZOLOMIDE SUN*5CPS 5MG FL,"0000000360,000",O,mg,"0,0690000000",5,RANBAXY ITALIA SpA
0041333055,L01AX03,TEMOZOLOMIDE SUN*5CPS 100MG FL,"0000000360,000",O,mg,"1,3890000000",5,RANBAXY ITALIA SpA
0041333131,L01AX03,TEMOZOLOMIDE SUN*5CPS 5MG,"0000000360,000",O,mg,"0,0690000000",5,RANBAXY ITALIA SpA
0041333143,L01AX03,TEMOZOLOMIDE SUN*20CPS 5MG,"0000000360,000",O,mg,"0,2780000000",20,RANBAXY ITALIA SpA
0041333206,L01AX03,TEMOZOLOMIDE SUN*20CPS 140MG,"0000000360,000",O,mg,"7,7780000000",20,RANBAXY ITALIA SpA
0041334020,J01GB01,TOBI PODHALER*224CPS 28MG+5INA,"0000000000,112",IP,g,"56,0000000000",224,MYLAN ITALIA Srl
0041353018,J02AC01,FLUCONAZOLO AU*1CPS 50MG,"0000000000,200",O,g,"0,2500000000",1,AUROBINDO PHARMA ITALIA Srl
0041353069,J02AC01,FLUCONAZOLO AU*6CPS 50MG,"0000000000,200",O,g,"1,5000000000",6,AUROBINDO PHARMA ITALIA Srl
0041353145,J02AC01,FLUCONAZOLO AU*50CPS 50MG,"0000000000,200",O,g,"12,5000000000",50,AUROBINDO PHARMA ITALIA Srl
0041353222,J02AC01,FLUCONAZOLO AU*3CPS 100MG,"0000000000,200",O,g,"1,5000000000",3,AUROBINDO PHARMA ITALIA Srl
0041353309,J02AC01,FLUCONAZOLO AU*21CPS 100MG,"0000000000,200",O,g,"10,5000000000",21,AUROBINDO PHARMA ITALIA Srl
0041353347,J02AC01,FLUCONAZOLO AU*60CPS 100MG,"0000000000,200",O,g,"30,0000000000",60,AUROBINDO PHARMA ITALIA Srl
0041353448,J02AC01,FLUCONAZOLO AU*6CPS 150MG,"0000000000,200",O,g,"4,5000000000",6,AUROBINDO PHARMA ITALIA Srl
0041395070,J01FA09,CLARITROMICINA EU*28CPR 500MG,"0000000000,500",O,g,"28,0000000000",28,EG SpA
0041019062,J01MA02,CIPROFLOXACINA ACC*50CPR 250MG,"0000000001,000",O,g,"12,5000000000",50,ACCORD HEALTHCARE ITALIA Srl
0041241011,J01MA17,UNIDROX*5CPR RIV 600MG,"0000000000,600",O,g,"5,0000000000",5,PROGRAMMI SANIT.INTEGRATI Srl
0041019175,J01MA02,CIPROFLOXACINA ACC*20CPR 750MG,"0000000001,000",O,g,"15,0000000000",20,ACCORD HEALTHCARE ITALIA Srl
0041019199,J01MA02,CIPROFLOXACINA ACC*30CPR 750MG,"0000000001,000",O,g,"22,5000000000",30,ACCORD HEALTHCARE ITALIA Srl
0041019264,J01MA02,CIPROFLOXACINA ACC*12CPR 500MG,"0000000001,000",O,g,"12,0000000000",12,ACCORD HEALTHCARE ITALIA Srl
0041189034,L02BG06,EXEMELABA*40CPR RIV 25MG,"0000000025,000",O,mg,"40,0000000000",40,SIGILLATA LTD
0041217427,J01FA09,CLARITROMICINA PF*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,PFIZER ITALIA Srl
0041021039,L01XX41,"HALAVEN*EV 1FL 3ML 0,44MG/ML",,,,,1,EISAI Srl
0041077138,L01CD01,PACLITAXEL SAN*FL 50ML 300MG,"0000000015,000",P,mg,"20,0000000000",1,SANDOZ SpA
0041217579,J01FA09,CLARITROMICINA PF*50CPR 500MG,"0000000000,500",O,g,"50,0000000000",50,PFIZER ITALIA Srl
0041217617,J01FA09,CLARITROMICINA PF*84CPR 500MG,"0000000000,500",O,g,"84,0000000000",84,PFIZER ITALIA Srl
0041381043,L04AA26,BENLYSTA*SC 4PEN 200MG,"0000000025,000",P,mg,"32,0000000000",4,GLAXOSMITHKLINE SpA
0041353741,J02AC01,FLUCONAZOLO AU*500CPS 200MG FL,"0000000000,200",O,g,"500,0000000000",500,AUROBINDO PHARMA ITALIA Srl
0041267016,J01CR02,AUGMENTIN*12CPR RIV875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,GEKOFAR Srl
0041157013,J06BA01,HIZENTRA*SC 1FL 5ML 200MG/ML,"0000000000,250",P,g,"4,0000000000",1,CSL BEHRING SpA
0041157037,J06BA01,HIZENTRA*SC 20FL 5ML 200MG/ML,,,,,20,CSL BEHRING SpA
0041157088,J06BA01,HIZENTRA*SC 10FL 15ML 200MG/ML,"0000000000,250",P,g,"120,0000000000",10,CSL BEHRING SpA
0041282029,L04AA28,NULOJIX*IV 2FL 250MG+2SIR,"0000000012,500",P,mg,"40,0000000000",2,BRISTOL-MYERS SQUIBB Srl
0041085010,J01GB01,CIBRISS*NEBUL 56F 1D 300MG/5ML,"0000000000,300",I,g,"56,0000000000",56,TEVA ITALIA Srl
0041157090,J06BA01,HIZENTRA*SC 20FL 15ML 200MG/ML,"0000000000,250",P,g,"240,0000000000",20,CSL BEHRING SpA
0041271091,L04AX05,ESBRIET*90CPR RIV 534MG FL,"0000000002,400",O,g,"20,0250000000",90,ROCHE SpA
0041271115,L04AX05,ESBRIET*21CPR RIV 267MG,"0000000002,400",O,g,"2,3370000000",21,ROCHE SpA
0041177130,J01MA02,CIPROFLOXACINA PFI*12CPR 500MG,"0000000001,000",O,g,"6,0000000000",12,PFIZER ITALIA Srl
0041274022,L01XA03,OXALIPLATINO ACC*INF 100MG20ML,"0000000010,900",P,mg,"9,1740000000",1,ACCORD HEALTHCARE ITALIA Srl
0041037021,L04AA13,LEFLUNOMIDE RAT*100CPR RIV10MG,"0000000020,000",O,mg,"50,0000000000",100,TEVA ITALIA Srl
0041037033,L04AA13,LEFLUNOMIDE RAT*30CPR RIV 20MG,"0000000020,000",O,mg,"30,0000000000",30,TEVA ITALIA Srl
0041037045,L04AA13,LEFLUNOMIDE RAT*100CPR RIV20MG,"0000000020,000",O,mg,"100,0000000000",100,TEVA ITALIA Srl
0041103019,J01XA01,VANCOMICINA KABI*INF FL 500MG,"0000000002,000",P,g,"0,2500000000",1,FRESENIUS KABI ITALIA Srl
0041177294,J01MA02,CIPROFLOXACINA PFI*100CPR750MG,"0000000001,000",O,g,"75,0000000000",100,PFIZER ITALIA Srl
0041178029,L01BC05,GEMCITABINA DO*FL 25ML 40MG/ML,"0000000000,250",P,g,"4,0000000000",1,TEVA ITALIA Srl
0041230032,L04AA13,LEFLUNOMIDE MY*30CPR RIV 10MG,"0000000020,000",O,mg,"15,0000000000",30,MYLAN SpA
0041180213,L04AD02,ADOPORT*7CPS 5MG,"0000000005,000",O,mg,"7,0000000000",7,SANDOZ SpA
0041180225,L04AD02,ADOPORT*10CPS 5MG,"0000000005,000",O,mg,"10,0000000000",10,SANDOZ SpA
0041230095,L04AA13,LEFLUNOMIDE MY*FL30CPR 20MG,"0000000020,000",O,mg,"30,0000000000",30,MYLAN SpA
0041230107,L04AA13,LEFLUNOMIDE MY*30CPR RIV 20MG,"0000000020,000",O,mg,"30,0000000000",30,MYLAN SpA
0041180290,L04AD02,ADOPORT*90CPS 5MG,"0000000005,000",O,mg,"90,0000000000",90,SANDOZ SpA
0041180340,L04AD02,"ADOPORT*20CPS 0,75MG","0000000005,000",O,mg,"3,0000000000",20,SANDOZ SpA
0041875030,J01MA12,LEVOFLOXACINA MACL*5CPR 500MG,"0000000000,500",O,g,"5,0000000000",5,MACLEODS PHARMA UK LIMITED
0041928021,L01BC06,CAPECITABINA ZEN*60CPR 150MG,"0000000004,500",O,g,"2,0000000000",60,ZENTIVA ITALIA Srl
0041769062,J01XA02,TEICOPLANINA SAN*5IV IM OS 400,"0000000000,400",P,g,"5,0000000000",5,SANDOZ SpA
0041775026,J05AB09,FENICURE*14CPR RIV 500MG,"0000000000,750",O,g,"15,5550000000",14,GLAXOSMITHKLINE C.HEALTH.SpA
0041784024,L01BC05,GEMCITABINA FRES*INF 1G 25ML,"0000000000,250",P,g,"4,0000000000",1,FRESENIUS KABI ONCOLOGY PLC
0041933045,J01CR02,AMOXICILLINA AC CLA RAN*14CPR,"0000000001,500",O,g,"8,1670000000",14,RANBAXY ITALIA SpA
0041933060,J01CR02,AMOXICILLINA AC CLA RAN*20CPR,"0000000001,500",O,g,"11,6670000000",20,RANBAXY ITALIA SpA
0041548102,J01MA12,LEVOFLOXACINA PFIZ*5CPR 500MG,"0000000000,500",O,g,"5,0000000000",5,PFIZER ITALIA Srl
0041548138,J01MA12,LEVOFLOXACINA PFIZ*14CPR 500MG,"0000000000,500",O,g,"14,0000000000",14,PFIZER ITALIA Srl
0041548140,J01MA12,LEVOFLOXACINA PFIZ*40CPR 500MG,"0000000000,500",O,g,"40,0000000000",40,PFIZER ITALIA Srl
0041613011,L01BC05,GEMCITABINA MY*INF FL200 MG,"0000000000,250",P,g,"0,8000000000",1,MYLAN SpA
0041694023,L01BC06,CAPECITABINA INT*60CPR 150MG,"0000000004,500",O,g,"2,0000000000",60,INTAS PHARMACEUTICALS LIMITED
0041694124,L01BC06,CAPECITABINA INT*30CPR 500MG,"0000000004,500",O,g,"3,3330000000",30,INTAS PHARMACEUTICALS LIMITED
0041937160,L01BC06,CAPECITABINA SAND*28CPR 500MG,"0000000004,500",O,g,"3,1110000000",28,SANDOZ SpA
0041937222,L01BC06,CAPECITABINA SAND*84CPR 500MG,"0000000004,500",O,g,"9,3330000000",84,SANDOZ SpA
0041937448,L01BC06,CAPECITABINA SAND*28CPR 500MG,"0000000004,500",O,g,"3,1110000000",28,SANDOZ SpA
0041937525,L01BC06,CAPECITABINA SAND*100CPR 500MG,"0000000004,500",O,g,"11,1110000000",100,SANDOZ SpA
0041856156,J01DC02,CEFUROXIMA AURO*12CPR 500MG,"0000000000,500",O,g,"12,0000000000",12,AUROBINDO PHARMA ITALIA Srl
0041859051,J01DD13,CEFPODOXIMA MY*10CPR RIV200MG,"0000000000,400",O,g,"5,0000000000",10,MYLAN SpA
0041859113,J01DD13,CEFPODOXIMA MY*15CPR RIV200MG,"0000000000,400",O,g,"7,5000000000",15,MYLAN SpA
0041557051,J01FA09,CLARITROMICINA SA*100ML25MG/ML,"0000000000,500",O,g,"5,0000000000",1,SANDOZ SpA
0041557087,J01FA09,CLARITROMICINA SA*80ML 50MG/ML,"0000000000,500",O,g,"8,0000000000",1,SANDOZ SpA
0041557099,J01FA09,CLARITROMICINA SA*100ML50MG/ML,"0000000000,500",O,g,"10,0000000000",1,SANDOZ SpA
0041557101,J01FA09,CLARITROMICINA SA*120ML25MG/ML,"0000000000,500",O,g,"6,0000000000",1,SANDOZ SpA
0041560020,L02BG04,"LETROCET*30CPR RIV 2,5MG","0000000002,500",O,mg,"30,0000000000",30,RATIOPHARM ITALIA Srl
0041756077,J01MA14,MOXIFLOXACINA DOU*80CPR 400MG,"0000000000,400",O,g,"80,0000000000",80,DOUBLE-E PHARMA LTD
0041913094,J05AG03,EFAVIRENZ SAN*120CPR RIV 600MG,"0000000000,600",O,g,"120,0000000000",120,SANDOZ SpA
0041711019,J05AR08,EVIPLERA*30CPR 25+200+245MG FL,"0000000001,000",O,UD,"30,0000000000",30,GILEAD SCIENCES Srl
0042305021,L04AA13,LEFLUNOMIDE TECN*30CPR 20MG,"0000000020,000",O,mg,"30,0000000000",30,TECNIGEN Srl
0042057036,J05AR01,LAMIVUDINA ZIDOVUDINA AU*180CP,"0000000002,000",O,UD,"90,0000000000",180,AUROBINDO PHARMA ITALIA Srl
0042356079,L01BC01,CITARABINA ACC*INIET 1FL 40ML,"0000000180,000",P,mg,"22,2220000000",1,ACCORD HEALTHCARE ITALIA Srl
0042448011,L01XC12,ADCETRIS*1FL EV 50MG POLV,,,,,1,TAKEDA ITALIA SpA
0042321048,J01DD04,"CEFTRIAXONE HOSP*INIET25FL0,5G","0000000002,000",P,g,"6,2500000000",25,ICU MEDICAL ITALIA Srl
0042212011,J01CR02,AUGMENTIN*12CPR RIV875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,FARMAROC Srl
0042239234,J02AC03,VORICONAZOLO PF*FL30CPR RIV200,"0000000000,400",O,g,"15,0000000000",30,PFIZER ITALIA Srl
0042285054,L01CD02,DOCETAXEL KABI*INF FL 20MG/1ML,"0000000008,600",P,mg,"2,3260000000",1,FRESENIUS KABI ITALIA Srl
0042286029,L01BC06,CAPECITABINA TEVA*120CPR 500MG,"0000000004,500",O,g,"13,3330000000",120,TEVA ITALIA Srl
0042019012,J05AG01,NEVIRAPINA TEVA*60CPR 200MG,"0000000000,400",O,g,"30,0000000000",60,TEVA ITALIA Srl
0042183107,L01BC06,ECANSYA*30CPR RIV 300MG,"0000000004,500",O,g,"2,0000000000",30,KRKA FARMACEUTICI MILANO Srl
0042183133,L01BC06,ECANSYA*30CPR RIV 500MG,"0000000004,500",O,g,"3,3330000000",30,KRKA FARMACEUTICI MILANO Srl
0042183145,L01BC06,ECANSYA*60CPR RIV 500MG,"0000000004,500",O,g,"6,6670000000",60,KRKA FARMACEUTICI MILANO Srl
0042250023,J05AP01,MODERIBA*56CPR RIV 400MG FL,"0000000001,000",O,g,"22,4000000000",56,ABBVIE Srl
0042077091,J01MA14,MOXIFLOXACINA AUR*80CPR 400MG,"0000000000,400",O,g,"80,0000000000",80,AUROBINDO PHARMA ITALIA Srl
0042226163,L01XE18,JAKAVI*168CPR 10MG,,,,,168,NOVARTIS FARMA SpA
0042233078,L01XE17,INLYTA*28CPR RIV 3MG,,,,,28,PFIZER Srl
0042082103,L01AX03,TEMOMEDAC*20CPS 180MG FL,"0000000360,000",O,mg,"10,0000000000",20,MEDAC PHARMA Srl
0042082115,L01AX03,TEMOMEDAC*5CPS 250MG FL,"0000000360,000",O,mg,"3,4720000000",5,MEDAC PHARMA Srl
0042083028,L04AA13,LEFLUNOMIDE MED*60CPR 10MG FL,"0000000020,000",O,mg,"30,0000000000",60,MEDAC PHARMA Srl
0042083030,L04AA13,LEFLUNOMIDE MED*90CPR 10MG FL,"0000000020,000",O,mg,"45,0000000000",90,MEDAC PHARMA Srl
0042083055,L04AA13,LEFLUNOMIDE MED*FL 15CPR 20MG,"0000000020,000",O,mg,"15,0000000000",15,MEDAC PHARMA Srl
0042160046,J01MA14,MOXIFLOXACINA PHA*10CPR 400MG,"0000000000,400",O,g,"10,0000000000",10,PHARMATHEN S.A.
0042160061,J01MA14,MOXIFLOXACINA PHA*50CPR 400MG,"0000000000,400",O,g,"50,0000000000",50,PHARMATHEN S.A.
0042160073,J01MA14,MOXIFLOXACINA PHA*70CPR 400MG,"0000000000,400",O,g,"70,0000000000",70,PHARMATHEN S.A.
0042474039,L02BG06,NAXESTAN*100CPR RIV 25MG,"0000000025,000",O,mg,"100,0000000000",100,EPIONPHARMA Srl
0042161113,J05AF05,LAMIVUDINA AUR*30CPR RIV 300MG,"0000000000,300",O,g,"30,0000000000",30,AUROBINDO PHARMA ITALIA Srl
0042161164,J05AF05,LAMIVUDINA AUR*60CPR 300MG FL,"0000000000,300",O,g,"60,0000000000",60,AUROBINDO PHARMA ITALIA Srl
0042164018,L03AA10,GRANOCYTE 34*FL 34MUI/ML+SIR,"0000000000,350",P,mg,"0,7510000000",1,BB FARMA Srl
0042477024,J01DE01,CEFEPIMA HOSPIRA*INF 5F 1G20ML,"0000000004,000",P,g,"1,2500000000",5,ICU MEDICAL ITALIA Srl
0042169019,J07AH07,"MENINGITEC*INIET SIR 0,5ML+AGO","0000000001,000",P,f,"1,0000000000",,BB FARMA Srl
0042171076,L03AX03,BCG MEDAC*5FL+5SAC 50ML,,,,,5,MEDAC PHARMA Srl
0042174045,J01CR02,CLAUTERO*12CPR RIV 875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,SANDOZ GMBH
0042856017,J01CR02,AUGMENTIN*OS 12BUST875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,GMM FARMA Srl
0042942096,L04AB02,REMSIMA*SC 1SIR 1ML 120MG/ML+P,"0000000003,750",P,mg,"32,0000000000",1,CELLTRION HEALTHCARE HUNG.KFT
0042777072,J05AF05,LAMIVUDINA SAND*90CPR RIV100MG,"0000000000,300",O,g,"30,0000000000",90,SANDOZ SpA
0042777159,J05AF05,LAMIVUDINA SAND*90CPR RIV150MG,"0000000000,300",O,g,"45,0000000000",90,SANDOZ SpA
0042942134,L04AB02,REMSIMA*SC 2PEN 1ML 120MG/ML,"0000000003,750",P,mg,"64,0000000000",2,CELLTRION HEALTHCARE HUNG.KFT
0043110042,J05AF02,DIDANOSINA AU*FL 500CPS 200MG,"0000000000,400",O,g,"250,0000000000",500,AUROBINDO PHARMA ITALIA Srl
0042543037,L02BG06,EXEMESTANE MY*30CPR RIV 25MG,"0000000025,000",O,mg,"30,0000000000",30,MYLAN SpA
0042798090,J01FA10,AZITROMICINA KRKA*SOSP 1500MG,"0000000000,300",O,g,"5,0000000000",1,KRKA FARMACEUTICI MILANO Srl
0042867059,L01XE01,IMATINIB ACC*20CPR RIV 100MG,"0000000000,500",O,g,"4,0000000000",20,ACCORD HEALTHCARE ITALIA Srl
0042867085,L01XE01,IMATINIB ACC*180CPR RIV 100MG,"0000000000,500",O,g,"36,0000000000",180,ACCORD HEALTHCARE ITALIA Srl
0043150162,J01XX08,LINEZOLID PFI*50CPR RIV 600MG,"0000000001,200",O,g,"25,0000000000",50,PFIZER ITALIA Srl
0042801011,J02AC03,VORICONAZOLO MY*INF FL 200MG,"0000000000,400",P,g,"0,5000000000",1,MYLAN SpA
0043113036,J01XX08,LINEZOLID KABI*50SACCHE 300ML,"0000000001,200",P,g,"12,5000000000",50,FRESENIUS KABI ITALIA Srl
0042640033,L01BC06,CAPECITABINA ACC*120CPR 150MG,"0000000004,500",O,g,"4,0000000000",120,ACCORD HEALTHCARE ITALIA Srl
0042687020,J07AH09,"BEXSERO*IM 1SIR0,5ML SENZA AGO",,,,,1,GSK VACCINES Srl
0042780027,L01XE01,IMATINIB ACT*90CPS 50MG,"0000000000,500",O,g,"9,0000000000",90,ACTAVIS ITALY SpA
0042780039,L01XE01,IMATINIB ACT*24CPS 100MG,"0000000000,500",O,g,"4,8000000000",24,ACTAVIS ITALY SpA
0042780179,L01XE01,IMATINIB ACT*60CPR RIV 400MG,"0000000000,500",O,g,"48,0000000000",60,ACTAVIS ITALY SpA
0043010053,L04AB02,INFLECTRA*EV 5FL 100MG,"0000000003,750",P,mg,"133,3330000000",5,PFIZER ITALIA Srl
0042501027,L01BC06,CAPECITABINA MEDAC*30CPR 150MG,"0000000004,500",O,g,"1,0000000000",30,MEDAC PHARMA Srl
0042640110,L01BC06,CAPECITABINA ACC*60CPR 300MG,"0000000004,500",O,g,"4,0000000000",60,ACCORD HEALTHCARE ITALIA Srl
0042640173,L01BC06,CAPECITABINA ACC*60CPR 500MG,"0000000004,500",O,g,"6,6670000000",60,ACCORD HEALTHCARE ITALIA Srl
0042809018,J02AC03,VORICONAZOLO ACC*2CPR RIV 50MG,"0000000000,400",O,g,"0,2500000000",2,ACCORD HEALTHCARE ITALIA Srl
0042809044,J02AC03,VORICONAZOLO ACC*20CPR RIV50MG,"0000000000,400",O,g,"2,5000000000",20,ACCORD HEALTHCARE ITALIA Srl
0042965020,J01MA02,CIPROFLOXACINA ESPL*50SA 100ML,"0000000000,800",P,g,"12,5000000000",50,INFOMED FLUIDS Srl
0043023011,L01XE13,GIOTRIF*7CPR RIV 20MG,,,,,7,BOEHRINGER INGELHEIM IT.SpA
0043122148,J01XX08,LINEZOLID TE*90CPR RIV 600MG,"0000000001,200",O,g,"45,0000000000",90,TEVA ITALIA Srl
0043122187,J01XX08,LINEZOLID TE*20CPR RIV 600MG,"0000000001,200",O,g,"10,0000000000",20,TEVA ITALIA Srl
0043122199,J01XX08,LINEZOLID TE*28CPR RIV 600MG,"0000000001,200",O,g,"14,0000000000",28,TEVA ITALIA Srl
0042501080,L01BC06,CAPECITABINA MEDAC*28CPR 150MG,"0000000004,500",O,g,"0,9330000000",28,MEDAC PHARMA Srl
0042644068,L01XE01,IMATINIB TEVA*180CPR 100MG,"0000000000,500",O,g,"36,0000000000",180,TEVA ITALIA Srl
0042809160,J02AC03,VORICONAZOLO ACC*50CPRRIV200MG,"0000000000,400",O,g,"25,0000000000",50,ACCORD HEALTHCARE ITALIA Srl
0042809210,J02AC03,VORICONAZOLO ACC*28CPR RIV50MG,"0000000000,400",O,g,"3,5000000000",28,ACCORD HEALTHCARE ITALIA Srl
0043023100,L01XE13,GIOTRIF*7CPR RIV 50MG,,,,,7,BOEHRINGER INGELHEIM IT.SpA
0043124054,J01XX08,LINEZOLID HOSP*20SACCHE 300ML,"0000000001,200",P,g,"5,0000000000",20,ICU MEDICAL ITALIA Srl
0043124066,J01XX08,LINEZOLID HOSP*25SACCHE 300ML,"0000000001,200",P,g,"6,2500000000",25,ICU MEDICAL ITALIA Srl
0043126046,L01XE01,IMATINIB RAN*120CPR RIV 100MG,"0000000000,500",O,g,"24,0000000000",120,RANBAXY ITALIA SpA
0043126097,L01XE01,IMATINIB RAN*100CPR RIV 100MG,"0000000000,500",O,g,"20,0000000000",100,RANBAXY ITALIA SpA
0042501421,L01BC06,CAPECITABINA MEDAC*120CPR 500M,"0000000004,500",O,g,"13,3330000000",120,MEDAC PHARMA Srl
0042816076,J07CA09,"HEXACIMA*IM 10SIR 0,5ML+20AGHI","0000000001,000",P,f,"10,0000000000",10,SANOFI PASTEUR MSD SpA
0042817027,J07CA09,"HEXYON*IM 1SIR 0,5ML","0000000001,000",P,f,"1,0000000000",1,SANOFI SpA
0042902015,J01CR02,AUGMENTIN*12CPR RIV875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,NEW PHARMASHOP Srl
0043055021,J02AC01,FLUCONAZOLO TECN*2CPS 150MG,"0000000000,200",O,g,"1,5000000000",2,TECNIGEN Srl
0043055033,J02AC01,FLUCONAZOLO TECN*7CPS 200MG,"0000000000,200",O,g,"7,0000000000",7,TECNIGEN Srl
0042645010,J05AR04,ABACAVIR LAM ZIDOV MY*30CPR,"0000000002,000",O,UD,"15,0000000000",30,MYLAN SpA
0042645085,J05AR04,ABACAVIR LAM ZIDOV MY*50CPR,"0000000002,000",O,UD,"25,0000000000",50,MYLAN SpA
0042645109,J05AR04,ABACAVIR LAM ZIDOV MY*60CPR,"0000000002,000",O,UD,"30,0000000000",60,MYLAN SpA
0042645123,J05AR04,ABACAVIR LAM ZIDOV MY*120CPR,"0000000002,000",O,UD,"60,0000000000",120,MYLAN SpA
0042610016,J01FA09,CLARITROMICINA HEC*6CPR 250MG,"0000000000,500",O,g,"3,0000000000",6,HEC PHARM GMBH
0042610042,J01FA09,CLARITROMICINA HEC*20CPR 250MG,"0000000000,500",O,g,"10,0000000000",20,HEC PHARM GMBH
0042610067,J01FA09,CLARITROMICINA HEC*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,HEC PHARM GMBH
0042610117,J01FA09,CLARITROMICINA HEC*16CPR 500MG,"0000000000,500",O,g,"16,0000000000",16,HEC PHARM GMBH
0042787135,L04AD01,CIQORIN*20CPS MOLLI 50MG,"0000000000,250",O,g,"4,0000000000",20,TEVA ITALIA Srl
0042610143,J01FA09,CLARITROMICINA HEC*42CPR 500MG,"0000000000,500",O,g,"42,0000000000",42,HEC PHARM GMBH
0042614026,L01DB03,EPIRUBICINA MY*1FL100ML 2MG/ML,"0000000006,500",P,mg,"30,7690000000",1,MYLAN SpA
0042787162,L04AD01,CIQORIN*60CPS MOLLI 50MG,"0000000000,250",O,g,"12,0000000000",60,TEVA ITALIA Srl
0042787174,L04AD01,CIQORIN*90CPS MOLLI 50MG,"0000000000,250",O,g,"18,0000000000",90,TEVA ITALIA Srl
0042787200,L04AD01,CIQORIN*30CPS MOLLI 100MG,"0000000000,250",O,g,"12,0000000000",30,TEVA ITALIA Srl
0043078068,L01XE01,IMATINIB EU*120CPR RIV 100MG,"0000000000,500",O,g,"24,0000000000",120,EG SpA
0042826014,L01XX17,TOPOTECAN FAIR*INF 1FL 1MG,"0000000000,500",P,mg,"2,0000000000",1,DIANNE LEE REG.CONSULTANCY LTD
0043172093,J05AG03,EFAVIRENZ TEVA*90CPR RIV 600MG,"0000000000,600",O,g,"90,0000000000",90,TEVA ITALIA Srl
0043173044,J07BB03,FLUENZ TETRA*SPRAY NAS 10NEBUL,,,,,10,ASTRAZENECA SpA
0042789279,J02AC03,VORICONAZOLO SA*98CPR RIV200MG,"0000000000,400",O,g,"49,0000000000",98,SANDOZ SpA
0042789293,J02AC03,VORICONAZOLO SA*500CPR RIV 200,"0000000000,400",O,g,"250,0000000000",500,SANDOZ SpA
0042918021,J01CR02,AUGMENTIN*OS 12BUST875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,FARMAVOX Srl
0042918045,J01CR02,AUGMENTIN*OS 12BUST875MG+125MG,"0000000001,500",O,g,"7,0000000000",12,FARMAVOX Srl
0042919023,L03AA14,"LONQUEX*SC 1SIR 6MG 0,6ML","0000000000,300",P,mg,"20,0000000000",1,TEVA ITALIA Srl
0043000102,J01MA14,MOXIFLOXACINA KRKA*80CPR 400MG,"0000000000,400",O,g,"80,0000000000",80,KRKA FARMACEUTICI MILANO Srl
0042921054,L04AA31,AUBAGIO*10CPR RIV 14MG,"0000000014,000",O,mg,"10,0000000000",10,SANOFI SpA
0043092028,L01XC14,KADCYLA*INF 1FL POLV 160MG 8ML,,,,,1,ROCHE SpA
0042626010,J02AC03,VORICONAZOLO MY*20CPR RIV 50MG,"0000000000,400",O,g,"2,5000000000",20,MYLAN SpA
